number,value,datetime_start,datetime_complete,duration,params_d_period,params_ema_period,params_k_period,params_left_bars,params_max_separation,params_min_close_ratio,params_min_separation,params_overbought,params_oversold,params_right_bars,params_rr_target,user_attrs_avg_profit_factor,user_attrs_avg_quarter_return,user_attrs_full_total_trades,user_attrs_max_drawdown_pct,user_attrs_max_quarter_drawdown_worst,user_attrs_min_profit_factor,user_attrs_min_trades_per_period,user_attrs_positive_ratio,user_attrs_profit_factor,user_attrs_q_2024-Q1_drawdown,user_attrs_q_2024-Q1_pf,user_attrs_q_2024-Q1_return,user_attrs_q_2024-Q1_trades,user_attrs_q_2024-Q2_drawdown,user_attrs_q_2024-Q2_pf,user_attrs_q_2024-Q2_return,user_attrs_q_2024-Q2_trades,user_attrs_q_2024-Q3_drawdown,user_attrs_q_2024-Q3_pf,user_attrs_q_2024-Q3_return,user_attrs_q_2024-Q3_trades,user_attrs_q_2024-Q4_drawdown,user_attrs_q_2024-Q4_pf,user_attrs_q_2024-Q4_return,user_attrs_q_2024-Q4_trades,user_attrs_q_2025-Q1_drawdown,user_attrs_q_2025-Q1_pf,user_attrs_q_2025-Q1_return,user_attrs_q_2025-Q1_trades,user_attrs_q_2025-Q2_drawdown,user_attrs_q_2025-Q2_pf,user_attrs_q_2025-Q2_return,user_attrs_q_2025-Q2_trades,user_attrs_total_return_pct,user_attrs_total_trades,user_attrs_win_rate,state
0,-9999.0,2026-04-28 11:59:56.474575,2026-04-28 12:00:03.809101,0 days 00:00:07.334526,3,41,10,6,46,0.8,11,87,13,3,2.46,1.6102227038071628,0.8774472801398036,103,-3.4134606165395347,-2.882817006853813,0.045057774180939036,14,0.8333333333333334,1.3976754331673784,-2.882817006853813,0.045057774180939036,-2.7611485999999963,14,-2.285709597410809,1.6244491014161762,1.3146144587224962,20,-0.6687047181901213,1.5845692244617982,0.7091754852870835,14,-1.203308297312395,3.373221003962972,3.6214550728886907,15,-1.1309736396510026,1.2144831679569126,0.734616478220329,22,-1.3306569023575254,1.8195559508641774,1.6459707857202188,18,5.2687700000000115,103,0.44660194174757284,COMPLETE
1,-9999.0,2026-04-28 12:00:03.817669,2026-04-28 12:00:11.097856,0 days 00:00:07.280187,2,39,12,6,43,0.8,16,85,13,5,2.2600000000000002,1.5792673000618986,0.7918123260816183,90,-1.6181379603748411,-1.531893505050449,0.827404689837107,12,0.6666666666666666,1.5288331112017033,-0.6678565220706679,1.5850489029870898,0.686104400000076,15,-0.5759146860481443,2.873299697013003,2.8615392532755246,19,-0.689682079677738,1.9255272310824516,0.8427461134132841,13,-1.3001025389703975,1.3965263023749128,0.8341852571818187,15,-1.531893505050449,0.8677969770768266,-0.19484858785790982,12,-0.998652150756418,0.827404689837107,-0.278852479523084,16,4.813021200000067,90,0.4888888888888889,COMPLETE
2,-9999.0,2026-04-28 12:00:11.102622,2026-04-28 12:00:18.428460,0 days 00:00:07.325838,3,51,14,7,58,0.9,14,83,11,4,2.24,2.365302090134828,0.6418111535576051,54,-1.8107845867681236,-1.7266224519958673,0.5566590922110297,7,0.5,1.7141060822202276,-0.798353959564858,0.600184912560392,-0.426382799999947,9,-1.7266224519958673,0.5627987545995001,-0.620498498873423,11,-0.39931087160663853,2.4721697814380454,0.5636021341269171,7,-0.8272777486457713,5.0,2.6260908255715254,12,-0.9363119202035735,0.5566590922110297,-0.6820145446725601,8,-0.6646500192290515,5.0,2.390069805193118,7,3.8545304000001446,54,0.5185185185185185,COMPLETE
3,-9999.0,2026-04-28 12:00:18.433216,2026-04-28 12:00:25.752885,0 days 00:00:07.319669,2,36,14,7,53,0.9,16,79,13,3,2.64,1.3968860966006718,0.3498473164953886,37,-1.904032277178537,-1.904032277178537,0.44008191511900185,4,0.6666666666666666,1.4250919455719289,-1.1157197817584346,0.44008191511900185,-0.3171599999999719,4,-1.904032277178537,1.3829875499818516,0.6764486244573487,11,-0.3122989599092416,1.4475372161117712,0.1812363267829742,5,-0.8138936714507361,2.313383791766659,1.0614684008459108,6,-0.6393979728410403,1.9991466083150307,0.6471241826611962,5,-0.5689874534874038,0.7981794983097149,-0.1500336357751264,6,2.1103051999999956,37,0.40540540540540543,COMPLETE
4,-9999.0,2026-04-28 12:00:25.757651,2026-04-28 12:00:33.083508,0 days 00:00:07.325857,2,53,13,7,50,0.95,16,80,11,5,2.66,2.6032378897898583,1.0191226984413493,41,-2.0483212403699538,-2.0483212403699538,0.0,4,0.5,2.5388741350382458,-2.0483212403699538,5.0,3.524737400000033,8,-0.7804484913908546,0.6791094854376933,-0.33811918657424833,9,-0.6409416716784394,0.0,-0.6018238944166643,4,-0.7190083331676631,4.199698109094718,2.2902194535014075,9,-0.7542198379567853,0.7406197442067378,-0.18288719756904825,5,-0.5799056225203719,5.0,1.422609615706616,6,6.200246999999903,41,0.43902439024390244,COMPLETE
5,-9999.0,2026-04-28 12:00:33.088136,2026-04-28 12:00:40.474712,0 days 00:00:07.386576,2,45,10,7,58,0.8,9,89,13,5,2.7,1.3551848475184876,0.8551962787200624,147,-3.848397697859317,-3.2910639273122086,0.6225751193859136,20,0.8333333333333334,1.2705196608606382,-2.051299771633319,2.084931622816166,3.0757920000000105,24,-1.4393617295577636,1.010850836719244,0.03057264891064282,28,-1.3735473733606554,1.330529761300816,0.7266875998747313,20,-1.0847483730218825,1.7692075030183823,2.3801632661228034,28,-3.2910639273122086,0.6225751193859136,-1.8649547949638134,25,-1.1611557367222265,1.3130142418704045,0.7829169523760005,22,5.162489000000048,147,0.4013605442176871,COMPLETE
6,-9999.0,2026-04-28 12:00:40.479260,2026-04-28 12:00:47.870184,0 days 00:00:07.390924,3,49,12,7,38,0.95,12,77,11,3,2.2600000000000002,1.4668422512865826,-0.05743603601462607,43,-2.8389185864470727,-1.797632654031632,0.16368103501897105,3,0.6666666666666666,0.9325888112625448,-1.5441911941072373,0.16368103501897105,-1.0756399999999888,7,-1.797632654031632,0.32359523705580395,-1.25297570790448,12,-0.5592123620802767,1.020157740885767,0.014965676083900092,8,-0.6548736949500789,4.393995035078264,1.6092902274475795,6,-0.6126764067524424,1.173453144500467,0.16100089027135667,7,-0.32741622225372013,1.7261713151802234,0.19874269801387623,3,-0.37080940000001616,43,0.3953488372093023,COMPLETE
7,-9999.0,2026-04-28 12:00:47.874882,2026-04-28 12:00:55.262412,0 days 00:00:07.387530,2,40,11,5,58,0.8,11,83,11,3,2.3400000000000003,1.2723191530740137,0.24375424599721493,118,-3.242443265814026,-2.665139719221871,0.15795097938672858,17,0.6666666666666666,1.0929874140014586,-2.665139719221871,0.15795097938672858,-2.463246000000019,17,-2.5621350281481274,1.6053410232955243,1.5129746884954498,22,-1.0488368374740855,1.1415235018271261,0.2734104363292911,21,-1.321000490061559,1.3073765779981863,0.7690856303714799,20,-2.118924717899655,0.7421118549134343,-0.9903742653956216,21,-0.6998793520188845,2.679610981023082,2.360674986182709,17,1.3942942000000347,118,0.4322033898305085,COMPLETE
8,-9999.0,2026-04-28 12:00:55.267172,2026-04-28 12:01:02.748521,0 days 00:00:07.481349,3,34,13,5,47,0.85,8,85,12,3,2.62,2.4996263901217497,1.0931881878747163,70,-1.738748201330407,-1.738748201330407,0.9171610083421615,8,0.8333333333333334,1.8542217527426508,-1.4173602459041357,0.9171610083421615,-0.11826839999997674,12,-1.738748201330407,1.564073315341663,1.0944289636244608,16,-0.364653981482295,5.0,2.446090094447717,13,-0.6149513785829617,5.0,2.237037092547056,8,-1.2851157679708518,1.3320429370788809,0.7148353404314634,11,-0.9694348908139092,1.1844810799677912,0.18500603619757694,10,6.71196200000006,70,0.45714285714285713,COMPLETE
9,-9999.0,2026-04-28 12:01:02.753380,2026-04-28 12:01:10.105910,0 days 00:00:07.352530,3,30,13,6,48,0.9,14,80,10,5,2.3400000000000003,2.2666372401664003,0.6996118845904046,24,-1.260964612203311,-0.9652858422622411,0.0,2,0.6666666666666666,2.171281980575861,-0.905720282583305,0.0,-0.42435000000000667,2,-0.7283303415585421,3.0688662976768084,1.6554354402908311,6,-0.608640484469072,3.6891591575858516,1.0141989897607395,5,-0.5367602642938479,4.587574882108396,1.882403044111003,5,-0.9652858422622411,0.7146275502135034,-0.24249227148480657,2,-0.7203254174569411,1.5395955534138406,0.31247610486466737,4,4.247560399999939,24,0.5416666666666666,COMPLETE
