lookback_bars,min_close_ratio,left_bars,right_bars,score,total_return,total_trades,win_rate,profit_factor,max_drawdown,avg_trade,expectancy,long_trades,short_trades,target_exits,stop_exits,end_of_data_exits,avg_bars_held,median_bars_held,raw_bullish_divergence_candidates,raw_bearish_divergence_candidates,bullish_prior_trend_pass,bearish_prior_trend_pass,bullish_pivot1_channel_pass,bullish_pivot2_channel_pass,bearish_pivot1_channel_pass,bearish_pivot2_channel_pass,final_bullish_divergences,final_bearish_divergences
6,0.6,3,3,0.5240138782183492,8.80807999999995,103.0,0.5242718446601942,1.9831148653475168,-1.3555256311643884,85.51533980582462,85.51533980582461,57,46,54,49,0,10.78640776699029,4.0,902,964,148,125,855,818,919,865,71,56
24,0.9,4,3,0.5235447012896416,7.191599999999987,75.0,0.5466666666666666,2.2794938672682497,-1.1274650814208007,95.8879999999994,95.88799999999938,39,36,41,34,0,10.133333333333333,4.0,936,1004,124,104,883,848,954,901,47,43
12,0.8,4,2,0.5217864441424374,8.880429999999961,108.0,0.5092592592592593,1.9637274042369373,-1.1805344731410525,82.2262037037033,82.22620370370333,60,48,55,53,0,11.481481481481481,4.0,1173,1308,187,165,1109,1040,1238,1151,80,61
16,0.7,3,3,0.5186839447188464,13.048309999999885,168.0,0.5178571428571429,1.8947279640416728,-1.3295383156950606,77.66851190476154,77.66851190476159,89,79,87,81,0,11.642857142857142,4.5,902,964,197,183,855,818,919,865,113,103
16,0.7,4,3,0.5185018657110481,14.211219999999924,178.0,0.5280898876404494,1.9339225981980288,-1.36731725924634,79.83831460674129,79.83831460674126,94,84,94,83,1,11.797752808988765,5.0,936,1004,208,196,883,848,954,901,118,111
24,0.9,2,3,0.5184767068197024,6.678869999999959,68.0,0.5588235294117647,2.301835157445394,-1.1243260928662722,98.21867647058774,98.21867647058777,36,32,38,30,0,10.264705882352942,4.0,862,926,110,91,817,781,882,825,44,38
8,0.7,4,3,0.5176661768237293,8.421760000000035,103.0,0.5242718446601942,1.9403462698832745,-1.2325947127277845,81.76466019417478,81.76466019417478,56,47,54,49,0,11.310679611650485,5.0,936,1004,149,129,883,848,954,901,66,58
6,0.6,2,3,0.5162109042133405,8.188419999999951,98.0,0.5408163265306123,1.9620622888106602,-1.3518653107444925,83.55530612244851,83.55530612244854,55,43,53,45,0,10.948979591836734,4.0,862,926,138,119,817,781,882,825,67,53
12,0.8,4,3,0.5150930509597765,8.22734000000005,101.0,0.5247524752475248,1.927440136534469,-1.2348408763598395,81.45881188118815,81.45881188118815,54,47,53,48,0,11.396039603960396,5.0,936,1004,146,127,883,848,954,901,63,57
24,0.9,2,2,0.5139033348781354,6.839179999999945,75.0,0.5333333333333333,2.256116957775444,-0.9647092687938577,91.1890666666657,91.18906666666571,40,35,40,35,0,10.813333333333333,3.0,1060,1215,137,123,1003,935,1151,1059,53,43
24,0.9,3,3,0.5132168070238282,6.8091299999999855,71.0,0.5352112676056338,2.235752099322874,-1.1274650814208007,95.90323943661906,95.90323943661903,37,34,38,33,0,10.295774647887324,4.0,902,964,117,96,855,818,919,865,46,40
